Id,Score,Body,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ViewCount,OK
106336,84,"<p>I have a ArrayList made up of different elements imported from a db, made up of strings, numbers, doubles and ints. Is there a way to use a reflection type technique to find out what each type of data each element holds?  </p>

<p>FYI: The reason that there is so many types of data is that this is a piece of java code being written to be implemented with different DB's.</p>
",How do I find out what type each object is in a ArrayList<Object>?,<java><generics><reflection><arraylist>,12,0,28,256675,1
3549206,70,"<p>Do you know how I can add a new row to a <code>jTable</code>?</p>
",How to add row in JTable?,<java><swing><jtable>,5,0,21,242467,0
3549890,17,"<p>There is a web page from which I want to retrieve a certain string. In order to do so, I need to login, click some buttons, fill a text box, click another button - and then the string appears.</p>

<p>How can I write a java program to do that automatically? Are there any useful libraries for that purpose?</p>

<p>Thanks</p>
",How to programmatically access web page in java,<java><http>,5,2,11,40759,0
115103,10,"<p>I am trying to implement position-sensitive zooming inside a <code>JScrollPane</code>. The <code>JScrollPane</code> contains a component with a customized <code>paint</code> that will draw itself inside whatever space it is allocated - so zooming is as easy as using a <code>MouseWheelListener</code> that resizes the inner component as required.</p>

<p>But I also want zooming into (or out of) a point to keep that point as central as possible within the resulting zoomed-in (or -out) view (this is what I refer to as 'position-sensitive' zooming), similar to how zooming works in google maps. I am sure this has been done many times before - does anybody know the ""right"" way to do it under Java Swing?. Would it be better to play with <code>Graphic2D</code>'s transformations instead of using <code>JScrollPanes</code>?</p>

<p>Sample code follows:</p>

<pre><code>package test;

import java.awt.*;
import java.awt.event.*;
import java.awt.geom.*;
import javax.swing.*;

public class FPanel extends javax.swing.JPanel {

private Dimension preferredSize = new Dimension(400, 400);    
private Rectangle2D[] rects = new Rectangle2D[50];

public static void main(String[] args) {        
    JFrame jf = new JFrame(""test"");
    jf.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);
    jf.setSize(400, 400);
    jf.add(new JScrollPane(new FPanel()));
    jf.setVisible(true);
}    

public FPanel() {
    // generate rectangles with pseudo-random coords
    for (int i=0; i&lt;rects.length; i++) {
        rects[i] = new Rectangle2D.Double(
                Math.random()*.8, Math.random()*.8, 
                Math.random()*.2, Math.random()*.2);
    }
    // mouse listener to detect scrollwheel events
    addMouseWheelListener(new MouseWheelListener() {
        public void mouseWheelMoved(MouseWheelEvent e) {
            updatePreferredSize(e.getWheelRotation(), e.getPoint());
        }
    });
}

private void updatePreferredSize(int n, Point p) {
    double d = (double) n * 1.08;
    d = (n &gt; 0) ? 1 / d : -d;
    int w = (int) (getWidth() * d);
    int h = (int) (getHeight() * d);
    preferredSize.setSize(w, h);
    getParent().doLayout();
    // Question: how do I keep 'p' centered in the resulting view?
}

public Dimension getPreferredSize() {
    return preferredSize;
}

private Rectangle2D r = new Rectangle2D.Float();
public void paint(Graphics g) {
    super.paint(g);
    g.setColor(Color.red);
    int w = getWidth();
    int h = getHeight();
    for (Rectangle2D rect : rects) {
        r.setRect(rect.getX() * w, rect.getY() * h, 
                rect.getWidth() * w, rect.getHeight() * h);
        ((Graphics2D)g).draw(r);
    }       
  }
}
</code></pre>
",How do you implement position-sensitive zooming inside a JScrollPane?,<java><swing><user-interface><zoom>,4,1,5,6864,0
115500,10,"<p>In Java you can give the number zero as a single parameter for the Socket or DatagramSocket constructor. Java binds that Socket to a free port then. Is it possible to limit the port lookup to a specific range?</p>
",How do you specify a port range for Java sockets?,<java><tcp><sockets><udp>,4,2,,6933,1
3552515,13,"<p>I have a Spring MVC/3.0 app using tiles as it's view, this is working fine however I can't figure out how to get the error pages to also use tiles.</p>

<p>I have in my <code>web.xml</code></p>

<pre><code>&lt;error-page&gt;
  &lt;error-code&gt;404&lt;/error-code&gt;
  &lt;location&gt;/WEB-INF/error/404.jsp&lt;/location&gt;
&lt;/error-page&gt;
</code></pre>

<p>which works fine as an ordinary view NOT using tiles, however when I change the location to one of the view names, the view is not found and renders the ordinary error page.</p>

<p>My <code>tiles.xml</code> file for the view contains the following definition</p>

<pre><code>&lt;definition name=""404"" extends=""standardLayout""&gt;
  &lt;put-attribute name=""body"" value=""/WEB-INF/error/404.jsp"" /&gt;
&lt;/definition&gt;
</code></pre>

<p>I'm configuring tiles through spring as follows:</p>

<pre><code>&lt;bean id=""tilesConfigurer"" class=""org.springframework.web.servlet.view.tiles2.TilesConfigurer""&gt;
  &lt;property name=""definitions""&gt;
    &lt;list&gt;
      &lt;value&gt;/WEB-INF/**/tiles.xml&lt;/value&gt;
    &lt;/list&gt;
  &lt;/property&gt;
&lt;/bean&gt;
</code></pre>

<p>I'm suspecting this is all due to the view not coming from spring itself?</p>
",How do I have common error page templates with tiles in a Spring/MVC 3.0 app?,<java><spring><jsp><spring-mvc><tiles>,2,0,2,8356,0
115692,89,"<p>For example I have such query:</p>

<pre><code>Query q = sess.createQuery(""from Cat cat"");
List cats = q.list();
</code></pre>

<p>If I try to make something like this it will show warning ""Type safety: The expression of type List needs unchecked conversion to conform to List"":</p>

<pre><code>List&lt;Cat&gt; cats = q.list();
</code></pre>

<p>Is there a way to avoid it?</p>
",How to avoid type safety warnings with Hibernate HQL results?,<java><hibernate><generics>,15,4,35,56611,0
24371977,10,"<p>Here I'm trying to flip an English letter upside down for my mail template. </p>

<p>Well I can get it manually. What I'm  doing is now manually</p>

<p>just like </p>

<pre><code> content.append(""ɥ""); //actual h letter.
 content.append(""ǝ"")// actual e letter.
</code></pre>

<p>So my question is that , is there any trick/method/any clue to do it in programmatic way ?</p>

<p>What I'm doing now is </p>

<pre><code>switch(letter) {

case 'e':
   return 'ǝ';
}
</code></pre>

<p>That looks odd and looking for hints. Thanks for any help.</p>
",How to flip a letter upside down?,<java><character-encoding><char>,6,7,4,2559,0
40659624,8,"<p>I've have a method that takes <code>String</code> as an input and should also return a <code>String</code>.</p>

<p>The following ASCII art presents the logical flow:</p>

<pre><code>Option&lt;A&gt; optA = finder.findA(input);

          optA
           /\
isEmpty() /  \ isDefined()  
         /    \
 ""ERR_1""       Option&lt;B&gt; optB = finder.findB(optA.get().bid);
                      / \
           isEmpty() /   \ isDefined()
                    /     \
                ""ERR_2""    opt2.get().id
</code></pre>

<p>Basically for given <code>input</code> I'm looking for <code>A</code> object which is returned wrapped in an <code>Option</code>. Then is <code>A</code> is present I'm looking for <code>B</code> - wrapped in an <code>Option</code> too, otherwise return <code>ERR_1</code>. Then if <code>B</code> is present return it's id, otherwise return <code>ERR_2</code>.</p>

<p>I'm wondering how it could be implemented using optionals (or pattern matching maybe?) in a nice and concise way (without any <em>ifology</em>) - possibly in one-liner.</p>

<p>Could anyone please suggest something?</p>

<p>Source code to try out can be found <a href=""https://github.com/Opalo/stackoverflow/tree/master/40659624"" rel=""nofollow noreferrer"">here</a>.</p>
",How to implement this nested flow with optionals?,<java><functional-programming><java-8><optional><vavr>,3,3,3,277,0
3553964,41,"<p>Given today's time e.g. 2:24PM, how do I get it to round to 2:30PM?</p>

<p>Similarly if the time was 2:17PM, how do I get it to round to 2:15PM?</p>
",How to round time to the nearest quarter hour in java?,<java>,12,0,9,40030,1
3555302,18,"<p>After finding that <code>FutureTask</code> running in a <code>Executors.newCachedThreadPool()</code> on Java 1.6 (and from Eclipse) swallows exceptions in the <code>Runnable.run()</code> method, I've tried to come up with a way to catch these without adding throw/catch to all my <code>Runnable</code> implementations.</p>

<p>The API suggests that overriding <code>FutureTask.setException()</code> should help in this:</p>

<blockquote>
  <p>Causes this future to report an ExecutionException  with the given throwable as its cause, unless this Future has already been set or has been cancelled. This method is invoked internally by the run method upon failure of the computation. </p>
</blockquote>

<p>However this method doesn't seem to be called (running with the debugger shows the exception is caught by <code>FutureTask</code>, but <code>setException</code> isn't called). I've written the following program to reproduce my problem:</p>

<pre><code>public class RunTest {
    public static void main(String[] args) {
        MyFutureTask t = new MyFutureTask(new Runnable() {

            @Override
            public void run() {
                throw new RuntimeException(""Unchecked exception"");

            }
        });

        ExecutorService service = Executors.newCachedThreadPool();
        service.submit(t);
    }
}

public class MyFutureTask extends FutureTask&lt;Object&gt; {

    public MyFutureTask(Runnable r) {
        super(r, null);
    }

    @Override
    protected void setException(Throwable t) {
        super.setException(t);
        System.out.println(""Exception: "" + t);
    }
}
</code></pre>

<p>My main question is: How can I catch Exceptions thrown in a FutureTask? Why doesn't <code>setException</code> get called?</p>

<p>Also I would like to know why the <code>Thread.UncaughtExceptionHandler</code> mechanism  isn't used by <code>FutureTask</code>, is there any reason for this?</p>
",How to catch exceptions in FutureTask,<java><concurrency><executorservice><futuretask>,4,2,2,20278,0
3556652,67,"<p>I am reading ""The Java Tutorial"" (for the 2nd time). I just got through the section on Interfaces (again), but still do not understand how Java Interfaces simulate multiple inheritance. Is there a clearer explanation than what is in the book? </p>
",How do Java Interfaces simulate multiple inheritance?,<java><interface><multiple-inheritance>,21,3,49,71648,1
125333,49,"<p>I'm looking for the simplest, most straightforward way to implement the following:</p>

<ul>
<li>The main program instantiates worker
threads to do a task.</li>
<li>Only <code>n</code> tasks can be running at once.</li>
<li>When <code>n</code> is reached, no more workers
are started until the count of
running threads drops back below <code>n</code>.</li>
</ul>
",How to implement simple threading with a fixed number of worker threads,<java><multithreading><concurrency>,7,0,32,24206,1
125409,18,"<p>We've got a Java server application that runs on a number of computers, all connected to the Internet, some behind firewalls. We need to remotely update the JAR files and startup scripts from a central site, with no noticeable interruption to the app itself.</p>

<p>The process has to be unattended and foolproof (i.e. we can't afford to break the app due to untimely internet outages).</p>

<p>In the past we've used a variety of external scripts and utilities to handle similar tasks, but because they have their own dependencies, the result is harder to maintain and less portable. Before making something new, I want to get some input from the community.</p>

<p>Has anyone found a good solution for this already? Got any ideas or suggestions?</p>

<p><em>Just to clarify: This app is a server, but not for web applications (no webapp containers or WAR files here). It's just an autonomous Java program.</em></p>
",How do you remotely update Java applications?,<java><release-management>,8,0,10,14838,0
134791,26,"<p>Stateless beans in Java do not keep their state between two calls from the client. So in a nutshell we might consider them as objects with business methods. Each method takes parameters and return results. When the method is invoked some local variables are being created in execution stack. When the method returns the locals are removed from the stack and if some temporary objects were allocated they are garbage collected anyway.</p>

<p>From my perspective that doesn’t differ from calling method of the same single instance by separate threads. So why cannot a container use one instance of a bean instead of pooling a number of them?</p>
",Why pool Stateless session beans?,<java><ejb><pooling><stateless-session-bean>,4,0,11,13381,0
18875852,25,"<p>I recently noticed that, String.replaceAll(regex,replacement) behaves very weirdly when it comes to the escape-character ""\""(slash)</p>

<p>For example consider there is a string with filepath - <code>String text = ""E:\\dummypath""</code>
and we want to replace the <code>""\\""</code> with <code>""/""</code>.</p>

<p><code>text.replace(""\\"",""/"")</code> gives the output <code>""E:/dummypath""</code> whereas <code>text.replaceAll(""\\"",""/"")</code> raises the exception <code>java.util.regex.PatternSyntaxException</code>.</p>

<p>If we want to implement the same functionality with <code>replaceAll()</code> we need to write it as, 
<code>text.replaceAll(""\\\\"",""/"")</code></p>

<p>One notable difference is <code>replaceAll()</code> has its arguments as reg-ex whereas <code>replace()</code> has arguments character-sequence!</p>

<p>But <code>text.replaceAll(""\n"",""/"")</code> works exactly the same as its char-sequence equivalent <code>text.replace(""\n"",""/"")</code></p>

<p><strong>Digging Deeper:</strong>
Even more weird behaviors can be observed when we try some other inputs.</p>

<p>Lets assign <code>text=""Hello\nWorld\n""</code></p>

<p>Now,
<code>text.replaceAll(""\n"",""/"")</code>, <code>text.replaceAll(""\\n"",""/"")</code>, <code>text.replaceAll(""\\\n"",""/"")</code> all these three gives the same output <code>Hello/World/</code></p>

<p>Java had really messed up with the reg-ex in its best possible way I feel! No other language seems to have these playful behaviors in reg-ex. Any specific reason, why Java messed up like this?</p>
","Why String.replaceAll() in java requires 4 slashes ""\\\\"" in regex to actually replace ""\""?",<java><regex><string><escaping><charsequence>,6,6,14,34469,1
3559063,74,"<p>I want to initialize a String in Java, but that string needs to include quotes; for example: <code>""ROM""</code>. I tried doing:</p>

<pre><code>String value = "" ""ROM"" "";
</code></pre>

<p>but that doesn't work. How can I include <code>""</code>s within a string?</p>
",How to enter quotes in a Java string?,<java><string><quotes><escaping>,8,1,12,283164,1
11064014,14,"<p>I want to have only vertical scrolling in my webview and don't want any horizontal scrolling.</p>

<p><code>webSettings.setLayoutAlgorithm(LayoutAlgorithm.SINGLE_COLUMN);</code> </p>

<p>This helped me to solve the scrolling issue.</p>

<p>But using this made my webview looking wierd. Height of all the edit text squeezed (Vertically) and is looking bad. </p>

<ul>
<li><p>Is there any other way I can disable horizontal scrolling from client side?</p></li>
<li><p>Using SINGLE_COLUMN how can we avoid issue with webview height changes? I want the vertical look and feel to be same as what it used to be without SINGLE_COLUMN</p></li>
</ul>
",How to disable horizontal scrolling in Android webview,<java><android><webview>,6,1,8,29623,0
3560180,10,"<p>How do I prevent Maven 2 from searching remote repositories for specific dependencies that are in the local repository only?</p>
",How do I prevent Maven 2 from searching remote repositories for specific local depedencies?,<java><maven-2><repository>,4,0,1,8410,0
11064409,27,"<p>I have the following code in which I have a parent class and its child. I am trying to determine how the code benefits from using polymorphism. </p>

<pre><code>class FlyingMachines {
    public void fly() {
        System.out.println(""No implementation"");
    }
}

class Jet extends FlyingMachines {
    public void fly() {
        System.out.println(""Start, Taxi, Fly"");
    }

    public void bombardment() {
        System.out.println(""Throw Missile"");
    }
}

public class PolymorphicTest {
    public static void main(String[] args) {
        FlyingMachines flm = new Jet();
        flm.fly();

        Jet j = new Jet();
        j.bombardment();
        j.fly();
    }
}
</code></pre>

<p>What is the advantage of polymorphism when both <code>flm.fly()</code> and <code>j.fly()</code> give me the same answer?</p>
",Why to use Polymorphism?,<java><polymorphism>,12,2,12,34214,1
136052,59,"<p>I'm trying to send an email in Java but when I read the body of the email in Outlook, it's gotten rid of all my linebreaks. I'm putting \n at the ends of the lines but is there something special I need to do other than that? The receivers are always going to be using Outlook. </p>

<p>I found a page on microsoft.com that says there's a 'Remove line breaks' ""feature"" in Outlook so does this mean there's no solution to get around that other than un-checking that setting?</p>

<p>Thanks</p>
",How do I format a String in an email so Outlook will print the line breaks?,<java><email><outlook><newline><line-breaks>,26,0,20,88019,0
144892,89,"<p>What's the easiest way to centre a <code>java.awt.Window</code>, such as a <code>JFrame</code> or a <code>JDialog</code>?</p>
",How to center a Window in Java?,<java><swing><user-interface><awt>,14,2,24,145395,0
8170308,12,"<p>In my app, I'd like to define a format string in strings.xml that looks like this (note the <code>&lt;b&gt;...&lt;/b&gt;</code> tags):</p>

<pre><code>&lt;string name=""location""&gt;&lt;b&gt;Location:&lt;/b&gt; %1$s&lt;/string&gt;
</code></pre>

<p>And then use <a href=""http://developer.android.com/reference/java/lang/String.html#format%28java.lang.String,%20java.lang.Object...%29"">getString(int, Object...)</a> to substitute in a format argument:</p>

<pre><code>String formattedString = getString(R.string.location, ""Edmonton, AB"");
</code></pre>

<p>This produces a value of <code>""Location: Edmonton, AB""</code>. I'd like to get a value of <code>""&lt;b&gt;Location:&lt;/b&gt; Edmonton, AB""</code>.</p>

<p>Is there some way of doing this using string formats in strings.xml without splitting it up into two strings?</p>
",How can I use html styles in strings with format arguments?,<java><android>,2,0,0,9508,0
145509,78,"<p>Title is the entire question. Can someone give me a reason why this happens?</p>
","Why does ""abcd"".StartsWith("""") return true?",<c#><java><startswith>,12,0,14,15226,1
3564139,13,"<p>I have a problem with overriding the equals method in an Enum to make it compatible with other classes.
The Enum implements an interface and the idea is that all implementations of this interface can be tested for equality, regardless of their type.  For Example:</p>

<pre><code>public interface Group {
    public Point[] getCoordinates();
}

public enum BasicGroups implements Group {
    a,b,c; // simplified, they actually have constructors
    // + fields and methods
}

public class OtherGroup implements Group {
    // fields and methods
}
</code></pre>

<p>If both a <code>BasicGroup</code> and an <code>OtherGroup</code> have the same coordinates (in arbitrary order) then the equals method should return true.</p>

<p>No problem when performing <code>myOtherGroup.equals(BasicGroup.a)</code> but since the equals method in Enums is final, I can't override them.</p>

<p>Is there some way to work around this? Like when testing on another BasicGroup the default equals method <em>(reference equality)</em> is used and when testing other classes my own implementation is used. And how do I make sure that java doesn't use the wrong one when I do <code>BasicGroup.a.equals(myOtherGroup)</code>?</p>
",How to override the (final) equals method in java enums?,<java><enums><override><equals><final>,4,5,5,9666,1
145922,15,"<p>I've managed to get a memory 'leak' in a java application I'm developing. When running my JUnit test suite I randomly get out of memory exceptions (java.lang.OutOfMemoryError).</p>

<p>What tools can I use to examine the heap of my java application to see what's using up all my heap so that I can work out what's keeping references to objects which should be able to be garbage collected.</p>
",How can I see what is in my heap in Java?,<java><out-of-memory>,8,0,6,11453,1
3566843,30,"<p>I found that <code>java.util.Arrays.sort(Object[])</code> use 2 kinds of sorting algorithms(in JDK 1.6).</p>

<p>pseudocode:</p>

<pre><code>if(array.length&lt;7)
   insertionSort(array);
else
   mergeSort(array);
</code></pre>

<p>Why does it need 2 kinds of sorting here? for efficiency?</p>
",Why does java.util.Arrays.sort(Object[]) use 2 kinds of sorting algorithms?,<java><algorithm><sorting><collections>,4,0,12,8726,1
3567413,76,"<p>Consider the following code:</p>

<p>A.java:</p>

<pre><code>import java.lang.annotation.Retention;
import java.lang.annotation.RetentionPolicy;

@Retention(RetentionPolicy.RUNTIME)
@interface A{}
</code></pre>

<p>C.java:</p>

<pre><code>import java.util.*;

@A public class C {
        public static void main(String[] args){
                System.out.println(Arrays.toString(C.class.getAnnotations()));
        }
}
</code></pre>

<p>Compiling and running works as expected:</p>

<pre><code>$ javac *.java
$ java -cp . C
[@A()]
</code></pre>

<p>But then consider this:</p>

<pre><code>$ rm A.class
$ java -cp . C
[]
</code></pre>

<p>I would've expected it to throw a <code>ClassNotFoundException</code>, since <code>@A</code> is missing.  But instead, it silently drops the annotation.</p>

<p>Is this behaviour documented in the JLS somewhere, or is it a quirk of Sun's JVM?  What's the rationale for it?</p>

<p>It seems convenient for things like <code>javax.annotation.Nonnull</code> (which seems like it should've been <code>@Retention(CLASS)</code> anyway), but for many other annotations it seems like it could cause various bad things to happen at runtime.</p>
",Why doesn't a missing annotation cause a ClassNotFoundException at runtime?,<java><annotations>,4,0,18,10229,1
3569628,10,"<p>Why isn't the <code>serialVersionUID</code> automatically generated? I was running into an issue on an application server where apparently an old class was being cached.</p>
",Why isn't the serialVersionUID automatically generated?,<java><serialization><serialversionuid>,3,0,4,2754,1
3571352,55,"<p>I am working on a web application in which data will be transfer between client &amp; server side. </p>

<p>I already know that JavaScript int != Java int. Because, Java int cannot be null, right. 
Now this is the problem I am facing.</p>

<p>I changed my Java int variables into Integer. </p>

<pre><code>public void aouEmployee(Employee employee) throws SQLException, ClassNotFoundException
{
   Integer tempID = employee.getId();
   String tname = employee.getName();
   Integer tage = employee.getAge();
   String tdept = employee.getDept();
   PreparedStatement pstmt;
   Class.forName(""com.mysql.jdbc.Driver"");
   String url =""jdbc:mysql://localhost:3306/general"";
   java.sql.Connection con = DriverManager.getConnection(url,""root"", ""1234"");
   System.out.println(""URL: "" + url);
   System.out.println(""Connection: "" + con);
   pstmt = (PreparedStatement) con.prepareStatement(""REPLACE INTO PERSON SET ID=?, NAME=?, AGE=?, DEPT=?"");
   pstmt.setInt(1, tempID);
   pstmt.setString(2, tname);
   pstmt.setInt(3, tage);
   pstmt.setString(4, tdept);
   pstmt.executeUpdate();
 }
</code></pre>

<p>My problem is here:</p>

<pre><code>pstmt.setInt(1, tempID);

pstmt.setInt(3, tage);
</code></pre>

<p>I cant use the Integer variables here. I tried with <code>intgerObject.intValue();</code>
But it makes things more complex. Do we have any other <strong>conversion methods or conversion techniques?</strong></p>

<p>Any fix would be better.</p>
",How to convert Integer to int?,<java><integer>,5,9,9,175729,1
3571223,326,"<p>Just to be clear, I'm not looking for the MIME type.</p>

<p>Let's say I have the following input: <code>/path/to/file/foo.txt</code></p>

<p>I'd like a way to break this input up, specifically into <code>.txt</code> for the extension.  Is there any built in way to do this in Java?  I would like to avoid writing my own parser.</p>
",How do I get the file extension of a file in Java?,<java><file><io>,28,1,60,451620,1
3572160,21,"<p>So, I'm getting stuck with this piece of code:</p>

<pre><code>import java.util.InputMismatchException;
import java.util.Scanner;

public class ConsoleReader {

    Scanner reader;

    public ConsoleReader() {
        reader = new Scanner(System.in);
        //reader.useDelimiter(System.getProperty(""line.separator""));
    }

    public int readInt(String msg) {
        int num = 0;
        boolean loop = true;

        while (loop) {
            try {
                System.out.println(msg);
                num = reader.nextInt();

                loop = false;
            } catch (InputMismatchException e) {
                System.out.println(""Invalid value!"");
            } 
        }
        return num;
    }
}
</code></pre>

<p>and here is my output:</p>

<blockquote>
  <p>Insert a integer number:<br>
   Invalid value!<br>
  Insert a integer number:<br>
   Invalid value!<br>
  ...</p>
</blockquote>
",How to handle infinite loop caused by invalid input (InputMismatchException) using Scanner,<java><java.util.scanner>,5,1,10,22170,1
3573177,8,"<p>In python, I can do:</p>

<pre><code>args = [1,2,3,4]
f(*args) # this calls f(1,2,3,4)
</code></pre>

<p>Is this possible in java?</p>

<p> to clarify - f has an argument list of variable length.</p>
","How to pass args to method in java, like f(*args) in python?",<java><python><arguments><variadic-functions>,4,0,2,3251,1
3573872,20,"<p>Is there an open source Java library/algorithm for finding if a particular piece of text is a question or not?
<br/>
I am working on a question answering system that needs to analyze if the text input by user is a question.
<br/> 
I think the problem can probably be solved by using opensource NLP libraries but its obviously more complicated than simple part of speech tagging. So if someone can instead tell the algorithm for it by using an existing opensource NLP library, that would be good too.
<br/>
Also let me know if you know a library/toolkit that uses data mining to solve this problem. Although it will be difficult to get sufficient data for training purposes, I will be able to use stack exchange data for training.</p>
",How to find out if a sentence is a question (interrogative)?,<java><algorithm><nlp><data-mining><text-processing>,3,9,10,4914,0
176913,12,"<p>I basically want to run all JUnit <strong><em>unit</em></strong> tests in my IntelliJ IDEA project (excluding JUnit integration tests), using the static suite() method of JUnit. Why use the static suite() method? Because I can then use IntelliJ IDEA's JUnit test runner to run all unit tests in my application (and easily exclude all integration tests by naming convention). The code so far looks like this:</p>

<pre><code>package com.acme;

import junit.framework.Test;
import junit.framework.TestCase;
import junit.framework.TestSuite;

import java.util.ArrayList;
import java.util.Iterator;
import java.util.List;

public class AllUnitTests extends TestCase {

    public static Test suite() {
        List classes = getUnitTestClasses();
        return createTestSuite(classes);
    }

    private static List getUnitTestClasses() {
        List classes = new ArrayList();
        classes.add(CalculatorTest.class);
        return classes;
    }

    private static TestSuite createTestSuite(List allClasses) {
        TestSuite suite = new TestSuite(""All Unit Tests"");
        for (Iterator i = allClasses.iterator(); i.hasNext();) {
            suite.addTestSuite((Class&lt;? extends TestCase&gt;) i.next());
        }
        return suite;
    }

}
</code></pre>

<p>The method getUnitTestClasses() should be rewritten to add all project classes extending TestCase, except if the class name ends in ""IntegrationTest"".</p>

<p>I know I can do this easily in Maven for example, but I need to do it in IntelliJ IDEA so I can use the integrated test runner - I like the green bar :)</p>
","How can I run all JUnit unit tests except those ending in ""IntegrationTest"" in my IntelliJ IDEA project using the integrated test runner?",<java><unit-testing><reflection><junit><intellij-idea>,5,2,5,9303,0
3576413,10,"<p>I have an Android app where I want to check to see if an app name that is installed matches a string passed to the function containing this code. The code and example is below:</p>

<pre><code>private Boolean checkInstalledApp(String appName){
    PackageManager pm = this.getPackageManager(); 
    Intent mainIntent = new Intent(Intent.ACTION_MAIN, null); 
    mainIntent.addCategory(Intent.CATEGORY_LAUNCHER); 
    List&lt;ResolveInfo&gt; list = pm.queryIntentActivities(mainIntent, 0);
    Boolean isInstalled = false;
    for(ResolveInfo info: list) {
      if (info.activityInfo.applicationInfo.loadLabel( pm ).toString()==appName){
          isInstalled = true;
          break;  
      }
    } 

    return isInstalled;
}
</code></pre>

<p>Assuming you called <code>checkInstalledApp(""SetCPU"");</code> and the app name on the phone is called the same thing it should return <code>true</code>. However, it never does. I logged the results and it should match up but it does not. Can anyone please enlighten me as to why this doesn't work?</p>
",Why is my String to String comparison failing?,<java><android><string>,3,0,,24425,0
3576894,11,"<p>I need add two custom filters for FORM_LOGIN_FILTER, e.g. </p>

<pre><code>&lt;custom-filter after=""FORM_LOGIN_FILTER"" ref=""myUsernamePasswordAuthenticationFilter"" /&gt;
&lt;custom-filter after=""FORM_LOGIN_FILTER"" ref=""myUsernamePasswordAuthenticationFilter2"" /&gt;
</code></pre>

<p>What I expect the filter sequences is:<br/>
1. Predefind FORM_LOGIN_FILTER<br/>
2. myUsernamePasswordAuthenticationFilter<br/>
3. myUsernamePasswordAuthenticationFilter2<br/></p>

<p>But above will cause configuration error.
So, anyone knows how to write the right config?
Thanks!</p>
",How to add multiple custom-filter in Spring Security 3?,<java><spring><spring-security>,3,0,3,10996,0
177189,75,"<p>Sometime I see many application such as msn, windows media player etc that are single instance applications (when user executes while application is running a new application instance will not created).</p>

<p>In C#, I use <code>Mutex</code> class for this but I don't know how to do this in Java.</p>
",How to implement a single instance Java application?,<java><singleinstance>,15,1,45,51033,1
16333650,12,"<p>How do I check whether 2 line segments,  L1(p1,p2) and L2(p3,p4), intersect with each other? I do not need the intersection point, I just need to know whether they intersect or not. Since my application calculating this a lot, I need to find a fast solution.</p>

<p>Thanks </p>
",How to check whether 2 lines segments intersect?,<java><math>,2,3,3,23628,1
8191891,13,"<p>I want to chain async rest service calls and have single callback when they finished.</p>

<p>Is it possible to do it with guava?</p>
",Is it possible to chain async calls using Guava?,<java><guava>,2,0,4,7105,0
3578604,23,"<p>I want to implement lazy initialization for multithreading in Java.<br>
I have some code of the sort:</p>

<pre><code>class Foo {
    private Helper helper = null;
    public Helper getHelper() {
        if (helper == null) {
            Helper h;
            synchronized(this) {
                h = helper;
                if (h == null) 
                    synchronized (this) {
                        h = new Helper();
                    } // release inner synchronization lock
                helper = h;
            } 
        }    
        return helper;
    }
    // other functions and members...
}
</code></pre>

<p>And I'm getting the the ""Double-Checked Locking is Broken"" declaration.<br>
How can I solve this?</p>
","How to solve the ""Double-Checked Locking is Broken"" Declaration in Java?",<java><multithreading><concurrency><locking><lazy-loading>,9,3,21,13689,1
3579172,29,"<p>I know this isn't hard, but I'm not having any luck.</p>

<p>I want to make <code>fooList</code> from a Servlet available in a JSP.  So in the Servlet I have:</p>

<pre><code>request.setAttribute(""list"", fooList);
RequestDispatcher dispatcher = 
  getServletContext().getRequestDispatcher(""/myJsp.jsp"");
dispatcher.forward(request, response);
</code></pre>

<p>Then in the JSP, I want:</p>

<pre><code>&lt;c:forEach var=""post"" items=""${SOME_EL_HERE}""&gt;
    &lt;!-- stuff --&gt;
&lt;/c:forEach&gt;
</code></pre>

<p>Where <code>SOME_EL_HERE</code> is an expression that retrieves the attribute that I have set on the <code>request</code>.</p>

<p>Any thoughts?  My preference is to not complicate a simple task by adding a framework, but I'm open to changes in strategy.</p>
",How to obtain request / session / servletcontext attribute in JSP using EL?,<java><jsp><servlets><jstl><el>,1,0,9,36523,0
178026,68,"<p>We noticed that lots of bugs in our software developed in C# (or Java) cause a NullReferenceException.</p>

<p>Is there a reason why ""null"" has even been included in the language?</p>

<p>After all, if there were no ""null"", I would have no bug, right?</p>

<p>In other words, what feature in the language couldn't work without null?</p>
","Why is ""null"" present in C# and Java?",<c#><java><null>,25,16,20,5236,1
8192665,20,"<p>I want to search for a string in an arraylist.
My ArrayList contains: </p>

<pre><code>ArrayList &lt;String&gt; list = new ArrayList(); 
list.add(""behold"");
list.add(""bend"");
list.add(""bet"");
list.add(""bear"");
list.add(""beat"");
list.add(""become"");
list.add(""begin"");
</code></pre>

<p>Now I want to search for <code>""bea""</code> and it should return a list containing <code>""bear""</code> and <code>""beat""</code>.
How can I implement it?</p>
",How to search for a string in an arraylist,<java><regex><search><arraylist>,10,0,8,104057,1
